SDTM Class,Domain,Variable Order,Class,Dataset Name,Variable Name,Variable Label,Type,CDISC CT Codelist Code(s),Codelist Submission Value(s),Described Value Domain(s),Value List,Role,Core,CDISC Notes
Findings,TU,1.0,Findings,TU,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,TU,2.0,Findings,TU,DOMAIN,Domain Abbreviation,Char,,,,TU,Identifier,Req,Two-character abbreviation for the domain.
Findings,TU,3.0,Findings,TU,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,TU,4.0,Findings,TU,TUSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness within a dataset for a subject. May be any valid number.
Findings,TU,5.0,Findings,TU,TUGRPID,Group ID,Char,,,,,Identifier,Perm,Used to link together a block of related records within a subject in a domain. Can be used to group split or merged tumors/lesions which have been identified.
Findings,TU,6.0,Findings,TU,TUREFID,Reference ID,Char,,,,,Identifier,Perm,"Internal or external identifier (e.g., medical image ID number)."
Findings,TU,7.0,Findings,TU,TUSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined identifier.
Findings,TU,8.0,Findings,TU,TULNKID,Link ID,Char,,,,,Identifier,Exp,Identifier used to link identified tumor/lesion/location of interest to the assessment results (in TR domain) over the course of the study.
Findings,TU,9.0,Findings,TU,TULNKGRP,Link Group ID,Char,,,,,Identifier,Perm,Identifier used to link related records across domains. This will usually be a many-to-one relationship.
Findings,TU,10.0,Findings,TU,TUTESTCD,Tumor/Lesion ID Short Name,Char,C96784,,,,Topic,Req,"Short name of the TEST in TUTEST. TUTESTCD cannot be longer than 8 characters nor can start with a number. TUTESTCD cannot contain characters other than letters, numbers, or underscores. Example: ""TUMIDENT"". See assumption 3."
Findings,TU,11.0,Findings,TU,TUTEST,Tumor/Lesion ID Test Name,Char,C96783,,,,Synonym Qualifier,Req,"Verbatim name of the test for the tumor/lesion identification. The value in TUTEST cannot be longer than 40 characters. Example: ""Tumor identification"". See assumption 3."
Findings,TU,12.0,Findings,TU,TUORRES,Tumor/Lesion ID Result,Char,,,,,Result Qualifier,Exp,"Result of the tumor/lesion identification. The result of tumor/lesion identification is a classification of the identified tumor/lesion. Example: When TUTESTCD = ""TUMIDENT"", values of TUORRES might be ""TARGET"", ""NON-TARGET"", ""NEW"", or ""BENIGN ABNORMALITY""."
Findings,TU,13.0,Findings,TU,TUSTRESC,Tumor/Lesion ID Result Std. Format,Char,C123650,,,,Result Qualifier,Exp,Contains the result value for all findings copied or derived from TUORRES in a standard format.
Findings,TU,14.0,Findings,TU,TUNAM,Laboratory/Vendor Name,Char,,,,,Record Qualifier,Perm,The name or identifier of the vendor that performed the tumor/lesion Identification. This column can be left null when the investigator provides the complete set of data in the domain.
Findings,TU,15.0,Findings,TU,TULOC,Location of the Tumor/Lesion,Char,C74456,,,,Record Qualifier,Exp,"Used to specify the anatomical location of the identified tumor/lesion (e.g., ""LIVER""). \n Note: When anatomical location is broken down and collected as distinct pieces of data that when combined provide the overall location information (e.g., laterality/directionality/distribution), then additional anatomical location qualifiers should be used. See assumption 3."
Findings,TU,16.0,Findings,TU,TULAT,Laterality,Char,C99073,,,,Variable Qualifier,Perm,"Qualifier for anatomical location or specimen further detailing laterality (e.g., ""LEFT"", ""RIGHT"", ""BILATERAL"")."
Findings,TU,17.0,Findings,TU,TUDIR,Directionality,Char,C99074,,,,Variable Qualifier,Perm,"Qualifier for anatomical location or specimen further detailing directionality (e.g., ""UPPER"", ""INTERIOR"")."
Findings,TU,18.0,Findings,TU,TUPORTOT,Portion or Totality,Char,C99075,,,,Variable Qualifier,Perm,"Qualifier for anatomical location or specimen further detailing the distribution, which means arrangement of, or apportioning of. Examples: ""ENTIRE"", ""SINGLE"", ""SEGMENT"", ""MULTIPLE""."
Findings,TU,19.0,Findings,TU,TUMETHOD,Method of Identification,Char,C85492,,,,Record Qualifier,Exp,"Method used to identify the tumor/lesion. Examples: ""MRI"", ""CT SCAN""."
Findings,TU,20.0,Findings,TU,TULOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,,Record Qualifier,Exp,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. Should be ""Y"" or null."
Findings,TU,21.0,Findings,TU,TUBLFL,Baseline Flag,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that TUBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset."
Findings,TU,22.0,Findings,TU,TUEVAL,Evaluator,Char,C78735,,,,Record Qualifier,Exp,"Role of the person who provided the evaluation. Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"". \n This column can be left null when the investigator provides the complete set of data in the domain. However, the column should contain no null values when data from 1 or more independent assessors is included. For example, the rows attributed to the investigator should contain a value of ""INVESTIGATOR""."
Findings,TU,23.0,Findings,TU,TUEVALID,Evaluator Identifier,Char,C96777,,,,Variable Qualifier,Perm,"Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: ""RADIOLOGIST1"", ""RADIOLOGIST2"". See assumption 9."
Findings,TU,24.0,Findings,TU,TUACPTFL,Accepted Record Flag,Char,C66742,,,,Record Qualifier,Perm,"In cases where more than 1 independent assessor (e.g., ""RADIOLOGIST 1"", ""RADIOLOGIST 2"", ""ADJUDICATION COMMITTEE"") provide independent assessments at the same time point, this flag identifies the record that is considered to be the accepted assessment."
Findings,TU,25.0,Findings,TU,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,TU,26.0,Findings,TU,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of a clinical encounter.
Findings,TU,27.0,Findings,TU,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of the visit based upon RFSTDTC in Demographics. Should be an integer.
Findings,TU,28.0,Findings,TU,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm for the element in which the assessment was made.
Findings,TU,29.0,Findings,TU,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the date/time at which the assessment was made.
Findings,TU,30.0,Findings,TU,TUDTC,Date/Time of Tumor/Lesion Identification,Char,,,ISO 8601 datetime or interval,,Timing,Exp,TUDTC variable represents the date of the scan/image/physical exam. TUDTC does not represent the date that the image was read to identify tumors. TUDTC also does not represent the VISIT date.
Findings,TU,31.0,Findings,TU,TUDY,Study Day of Tumor/Lesion Identification,Num,,,,,Timing,Perm,"Study day of the scan/image/physical exam, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics."
Findings,UR,1.0,Findings,UR,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,UR,2.0,Findings,UR,DOMAIN,Domain Abbreviation,Char,,,,UR,Identifier,Req,Two-character abbreviation for the domain.
Findings,UR,3.0,Findings,UR,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,UR,4.0,Findings,UR,URSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number to ensure uniqueness of records within a dataset for a subject. May be any valid number (including decimals) and does not have to start at 1.
Findings,UR,5.0,Findings,UR,URGRPID,Group ID,Char,,,,,Identifier,Perm,"Optional group identifier, used to link together a block of related records within a subject in a domain."
Findings,UR,6.0,Findings,UR,URREFID,Reference ID,Char,,,,,Identifier,Perm,"Optional internal or external identifier (e.g., lab specimen ID, universally unique identifier (UUID) for a medical image)."
Findings,UR,7.0,Findings,UR,URSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined identifier. Example: Preprinted line identifier.
Findings,UR,8.0,Findings,UR,URLNKID,Link ID,Char,,,,,Identifier,Perm,Identifier used to link related records across domains. This may be a one-to-one or a one-to-many relationship.
Findings,UR,9.0,Findings,UR,URLNKGRP,Link Group ID,Char,,,,,Identifier,Perm,Identifier used to link related records across domains. This will usually be a many-to-one relationship.
Findings,UR,10.0,Findings,UR,URTESTCD,Short Name of Urinary Test,Char,C129942,,,,Topic,Req,"Short character value for URTEST used as a column name when converting a dataset from a vertical format to a horizontal format. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in URTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). URTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""COUNT"", ""LENGTH"", ""RBLDFLW""."
Findings,UR,11.0,Findings,UR,URTEST,Name of Urinary Test,Char,C129941,,,,Synonym Qualifier,Req,"Long name For URTESTCD. Examples: ""Count"", ""Length"", ""Renal Blood Flow""."
Findings,UR,12.0,Findings,UR,URTSTDTL,Urinary Test Detail,Char,,,,,Variable Qualifier,Perm,Further description of URTESTCD and URTEST.
Findings,UR,13.0,Findings,UR,URCAT,Category for Urinary Test,Char,,,,,Grouping Qualifier,Perm,Used to define a category of topic-variable values.
Findings,UR,14.0,Findings,UR,URSCAT,Subcategory for Urinary Test,Char,,,,,Grouping Qualifier,Perm,Used to define a further categorization of URCAT values.
Findings,UR,15.0,Findings,UR,URORRES,Result or Finding in Original Units,Char,,,,,Result Qualifier,Exp,Result of the measurement or finding as originally received or collected.
Findings,UR,16.0,Findings,UR,URORRESU,Original Units,Char,C71620,,,,Variable Qualifier,Perm,Unit for URORRES.
Findings,UR,17.0,Findings,UR,URSTRESC,Character Result/Finding in Std Format,Char,,,,,Result Qualifier,Exp,"Contains the result value for all findings copied or derived from URORRES, in a standard format or in standard units. URSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in URSTRESN."
Findings,UR,18.0,Findings,UR,URSTRESN,Numeric Result/Finding in Standard Units,Num,,,,,Result Qualifier,Perm,Used for continuous or numeric results or findings in standard format; copied in numeric format from URSTRESC. URSTRESN should store all numeric test results or findings.
Findings,UR,19.0,Findings,UR,URSTRESU,Standard Units,Char,C71620,,,,Variable Qualifier,Perm,Standardized units used for URSTRESC and URSTRESN.
Findings,UR,20.0,Findings,UR,URRESCAT,Result Category,Char,,,,,Variable Qualifier,Perm,Used to categorize the result of a finding.
Findings,UR,21.0,Findings,UR,URSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,"Used to indicate that a question was not asked or a test was not done, or a test was attempted but did not generate a result. Should be null or have a value of ""NOT DONE""."
Findings,UR,22.0,Findings,UR,URREASND,Reason Not Done,Char,,,,,Record Qualifier,Perm,"Reason not done. Used in conjunction with URSTAT when value is ""NOT DONE""."
Findings,UR,23.0,Findings,UR,URLOC,Location Used for the Measurement,Char,C74456,,,,Record Qualifier,Perm,Anatomical location of the subject relevant to the collection of the measurement.
Findings,UR,24.0,Findings,UR,URLAT,Laterality,Char,C99073,,,,Variable Qualifier,Perm,"Qualifier for anatomical location or specimen further detailing laterality. Examples: ""RIGHT"", ""LEFT"", ""BILATERAL""."
Findings,UR,25.0,Findings,UR,URDIR,Directionality,Char,C99074,,,,Variable Qualifier,Perm,"Qualifier for anatomical location or specimen further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL""."
Findings,UR,26.0,Findings,UR,URMETHOD,Method of Test or Examination,Char,C85492,,,,Record Qualifier,Perm,Method of the test or examination.
Findings,UR,27.0,Findings,UR,URLOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,,Record Qualifier,Exp,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null."
Findings,UR,28.0,Findings,UR,URBLFL,Baseline Flag,Char,C66742,,,,Record Qualifier,Perm,"A baseline defined by the sponsor The value should be ""Y"" or null. Note that URBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset."
Findings,UR,29.0,Findings,UR,URDRVFL,Derived Flag,Char,C66742,,,,Record Qualifier,Perm,"Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null."
Findings,UR,30.0,Findings,UR,UREVAL,Evaluator,Char,C78735,,,,Record Qualifier,Perm,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ""ADJUDICATION COMMITTEE"", ""INDEPENDENT ASSESSOR"", ""RADIOLOGIST""."
Findings,UR,31.0,Findings,UR,UREVALID,Evaluator Identifier,Char,C96777,,,,Variable Qualifier,Perm,"Used to distinguish multiple evaluators with the same role recorded in UREVAL. Examples: ""RADIOLOGIST1"", ""RADIOLOGIST2""."
Findings,UR,32.0,Findings,UR,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,UR,33.0,Findings,UR,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of a clinical encounter.
